qid,agent,answer,target_repr,sampling_strategy,n_similar_examples,cover_operators,prompt_version,nr_actual_examples
0481244,zephyr7B_raw,"query(unique(filter(select(scene(), furniture), negate(size, large))), name)",asp_code,bert,10.0,False,v1,10.0
0481244,zephyr7B,,asp_code,bert,10.0,False,v1,10.0
0481264,zephyr7B_raw,"verify_attr(unique(relate(select(scene(), cupboard), _, _, subject)), color, white)",asp_code,bert,10.0,False,v1,10.0
0481264,zephyr7B,error,asp_code,bert,10.0,False,v1,10.0
13384917,zephyr7B_raw,"var1 = relate(select(scene(), chicken_breast), bread, near, subject)
and(verify_attr(unique(var1), color, brown), verify_attr(unique(var1), shape, curved))",asp_code,bert,10.0,False,v1,10.0
13384917,zephyr7B,no,asp_code,bert,10.0,False,v1,10.0
10485472,zephyr7B_raw,"query(unique(filter(select(scene(), animal), not(relate(select(scene(), bat), animal, batting, subject)))))",asp_code,bert,10.0,False,v1,10.0
10485472,zephyr7B,error,asp_code,bert,10.0,False,v1,10.0
10485465,zephyr7B_raw,"query(unique(filter(select(scene(), animal), negate(filter(select(scene(), person), activity, playing)))), name)",asp_code,bert,10.0,False,v1,10.0
10485465,zephyr7B,,asp_code,bert,10.0,False,v1,10.0
10485456,zephyr7B_raw,"query(unique(filter(select(scene(), animal), negate(color, black))), name)",asp_code,bert,10.0,False,v1,10.0
10485456,zephyr7B,,asp_code,bert,10.0,False,v1,10.0
10485455,zephyr7B_raw,"var1 = select(scene(), animal)
exist(negate(filter(var1, color, black), var1), name)",asp_code,bert,10.0,False,v1,10.0
10485455,zephyr7B,,asp_code,bert,10.0,False,v1,10.0
0220680,zephyr7B_raw,"var1 = select(scene(), vehicle)
and(relate(var1, tree, in_front_of, subject),)",asp_code,bert,10.0,False,v1,10.0
0220680,zephyr7B,error,asp_code,bert,10.0,False,v1,10.0
1419276,zephyr7B_raw,"query(unique(filter(select(scene(), dome), negate(filter(select(scene(), dome), size, little), _), _)), color)",asp_code,bert,10.0,False,v1,10.0
1419276,zephyr7B,error,asp_code,bert,10.0,False,v1,10.0
1419018,zephyr7B_raw,"var1 = select(scene(), shirt)
query(unique(negate(filter_any(var1, turned_off), var1)))",asp_code,bert,10.0,False,v1,10.0
1419018,zephyr7B,,asp_code,bert,10.0,False,v1,10.0
1419084,zephyr7B_raw,"var1 = select(scene(), tree)
and(verify_attr(unique(var1), height, tall), and(verify_attr(unique(var1), color, brown), verify_attr(unique(var1), thickness, thick)))",asp_code,bert,10.0,False,v1,10.0
1419084,zephyr7B,no,asp_code,bert,10.0,False,v1,10.0
1217392,zephyr7B_raw,,asp_code,bert,10.0,False,v1,10.0
1217392,zephyr7B,,asp_code,bert,10.0,False,v1,10.0
1915511,zephyr7B_raw,"var1 = select(scene(), device)
query(unique(negate(filter(var1, color, silver), var1)), name)",asp_code,bert,10.0,False,v1,10.0
1915511,zephyr7B,monitor,asp_code,bert,10.0,False,v1,10.0
1915510,zephyr7B_raw,"var1 = select(scene(), device)
query(unique(negate(filter_any(var1, color, silver), var1)), name)",asp_code,bert,10.0,False,v1,10.0
1915510,zephyr7B,monitor,asp_code,bert,10.0,False,v1,10.0
0925008,zephyr7B_raw,"var1 = select(scene(), nose)
and(verify_attr(unique(var1), color, black), verify_attr(unique(var1), wetness, wet))",asp_code,bert,10.0,False,v1,10.0
0925008,zephyr7B,no,asp_code,bert,10.0,False,v1,10.0
