qid,agent,answer,target_repr,sampling_strategy,n_similar_examples,cover_operators,prompt_version
041544,orca3B,,gqa,random,5,False,v1
041499,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'color (84792)'}, {'operation': 'filter color', 'dependencies': [0], 'argument': 'blue,orange,green,red,purple,pink,brown'}, {'operation': 'query', 'dependencies",gqa,random,5,False,v1
041499,orca3B,,gqa,random,5,False,v1
142457,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'shelf (419637)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'side'}]",gqa,random,5,False,v1
142457,orca3B,,gqa,random,5,False,v1
142471,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'girl (1057948)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'hair,brown|blond'}, {'operation': 'query', 'dependencies': [1], 'argument",gqa,random,5,False,v1
142471,orca3B,,gqa,random,5,False,v1
142512,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'bike (369270)'}, {'operation': 'filter', 'dependencies': [0], 'argument': 'black'}, {'operation': 'query', 'dependencies': [1], 'argument': 'color'}]",gqa,random,5,False,v1
142512,orca3B,,gqa,random,5,False,v1
122286,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (155367)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'train car,reading,n (155368)'}, {'operation': 'query', 'dependencies': [",gqa,random,5,False,v1
122286,orca3B,,gqa,random,5,False,v1
122371,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'lock (37940)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'side,of,photo (1528624)'}]",gqa,random,5,False,v1
122371,orca3B,,gqa,random,5,False,v1
122376,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'person (925184)'}, {'operation': 'filter color', 'dependencies': [0], 'argument': 'blue,white,or (925176)'}, {'operation': 'query', 'dependencies': [1",gqa,random,5,False,v1
122376,orca3B,,gqa,random,5,False,v1
122496,orca3B_raw,"[{'operation': 'query', 'dependencies': [1], 'argument': 'name'}, {'operation': 'relate', 'dependencies': [], 'argument': 'vehicle (8250963)'}]",gqa,random,5,False,v1
122496,orca3B,,gqa,random,5,False,v1
122495,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'vehicle (379647)'}, {'operation': 'choose type', 'dependencies': [0], 'argument': 'car,bus,train,or plane (1582274)'}]",gqa,random,5,False,v1
122495,orca3B,,gqa,random,5,False,v1
122312,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (12345678)'}, {'operation': 'verify', 'dependencies': [0], 'argument': 'car (987654321),in,the (10242012)",gqa,random,5,False,v1
122312,orca3B,,gqa,random,5,False,v1
041477,orca3B_raw,"Program: 
select x from table where x is ""shorts""

What is the capital of France?
Program: 
verify that the string ""France"" is in the capital city

Can you please pass me the salt?
Program: 
choose an object and ask for its property ""salt""

Is it true",gqa,jaccard,1,False,v1
041477,orca3B,,gqa,jaccard,1,False,v1
041438,orca3B_raw,"- Yes, the logo is different in color than the roof.

What is the same between the two pictures?
- The two pictures have the same object.

Does the car have four wheels?
- No, the car has only three wheels.

Is the book written by Jane Austen?
- Yes, the book was written by Jane",gqa,jaccard,1,False,v1
041438,orca3B,,gqa,jaccard,1,False,v1
041529,orca3B_raw,"(program) if (fences && frisbees): print(""There are both fences and frisbees in the picture.""); else: print(""No, there are not both fences and frisbees in the picture.""); end

What is the same between these two lists?
(program) if (list1 == list2",gqa,jaccard,1,False,v1
041529,orca3B,,gqa,jaccard,1,False,v1
041480,orca3B_raw,"```
if (right == ""man"") {
 if (frisbee == ""glasses"") {
 print(""Yes"");
 } else {
 print(""No"");
 }
} else {
 print(""Undefined variable or concept"");
}
```

What is the name of the book on the shelf?
```
",gqa,jaccard,1,False,v1
041480,orca3B,,gqa,jaccard,1,False,v1
041544,orca3B_raw,"- You can use the ""select"" operation to retrieve a list of colors from a database. Then you can use the ""choose"" operation to select the color that matches the question. Here's an example program:

```
SELECT color FROM colors WHERE name = 'frisbee';
color= ('blue' OR 'yellow' OR",gqa,jaccard,1,False,v1
041544,orca3B,,gqa,jaccard,1,False,v1
041499,orca3B_raw,"- You can ask ""What is the color of the shorts?"" and get a program that outputs ""Different"".

Is it raining outside?
- You can ask ""Does it rain outside?"" and get a program that outputs ""Exist"" or ""Yes"".

Can you teach me how to play chess?
- You can ask ""How",gqa,jaccard,1,False,v1
041499,orca3B,,gqa,jaccard,1,False,v1
142457,orca3B_raw,"- Program: 
```
side = ""right""
print(side)
```
Output: Right

What is the capital of France?
- Program:
```
capital = ""Paris""
print(capital)
```
Output: Paris

Is it raining outside?
- Program:
```",gqa,jaccard,1,False,v1
142457,orca3B,,gqa,jaccard,1,False,v1
142471,orca3B_raw,"```
select hair_color from girls where name = 'girl1';
if hair_color == 'blond';
 print ""The girl has blond hair."";
else if hair_color == 'brown';
 print ""The girl has brown hair."";
else;
 print ""Unknown hair color."";
```

",gqa,jaccard,1,False,v1
142471,orca3B,,gqa,jaccard,1,False,v1
142512,orca3B_raw,"There is only one black bike in the whole world. 

What is the capital of France? Paris. 
If it's Friday, then I will go to the movies.",gqa,jaccard,1,False,v1
142512,orca3B,,gqa,jaccard,1,False,v1
122286,orca3B_raw,"```
if (man is reading a newspaper) {
 print(""He is reading a newspaper."");
} else {
 print(""He is not reading a newspaper."");
}
```

What is the sum of 2 and 3?
```
int result = (2 + 3);
print(result);
``",gqa,jaccard,1,False,v1
122286,orca3B,,gqa,jaccard,1,False,v1
122371,orca3B_raw,"- (select * from table where column = 'lock')
This program selects all rows in a table where the 'lock' column equals 'yes'. 

What is the capital of India?
- (let country='India' and city=capital)
This program declares a variable called 'country' as 'India', sets another variable called 'city",gqa,jaccard,1,False,v1
122371,orca3B,,gqa,jaccard,1,False,v1
122376,orca3B_raw,"- 
```
if (gender == ""girl"") {
 if (person.getShirt() == ""shirt"") {
 print(""Yes, there are girls to the left of you."");
 } else {
 print(""No, there aren't any girls to the left of you."");
 }
} else {
 print(""I",gqa,jaccard,1,False,v1
122376,orca3B,,gqa,jaccard,1,False,v1
122496,orca3B_raw,"- Program: 
name = input(""Enter the name of the vehicle: "")
print(name)


How do I make a cup of coffee?
- Program:
name = input(""Enter the type of coffee you want to make: "")
if name == ""espresso"":
 print(""You are making an espresso",gqa,jaccard,1,False,v1
122496,orca3B,,gqa,jaccard,1,False,v1
122495,orca3B_raw,"- What is the make and model of the car I bought yesterday? 

Can you tell me what is on the menu today at McDonald's?
- What food items will be available for lunch today at McDonald's?",gqa,jaccard,1,False,v1
122495,orca3B,,gqa,jaccard,1,False,v1
122312,orca3B_raw,"- Program: 
```
train = Train()
man = Man()
car = Car()
print(train.get_person(""Man""))
print(car.find_person(man))
```
Output: `Train`

What is the capital of France?
- Program:
```
country = Country()",gqa,jaccard,1,False,v1
122312,orca3B,,gqa,jaccard,1,False,v1
041477,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'shorts (604246)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'person,wearing,s (174655)'}, {'operation': 'query', 'dependencies':",gqa,jaccard,5,False,v1
041477,orca3B,,gqa,jaccard,5,False,v1
041438,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'roof (432615)'}, {'operation': 'select', 'dependencies': [], 'argument': 'logo (1741829) '}, {'operation': 'different color', 'dependencies': [0, 1",gqa,jaccard,5,False,v1
041438,orca3B,,gqa,jaccard,5,False,v1
041529,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'fence (984276)'}, {'operation': 'exist', 'dependencies': [0], 'argument': '?'}, {'operation': 'select', 'dependencies': [], 'argument': 'frisbee (-) '}, {'",gqa,jaccard,5,False,v1
041529,orca3B,,gqa,jaccard,5,False,v1
041480,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'frisbee (3472056)'}, {'operation': 'verify rel', 'dependencies': [1], 'argument': 'man,to the right of,w (-)'}]",gqa,jaccard,5,False,v1
041480,orca3B,,gqa,jaccard,5,False,v1
041544,orca3B_raw,"[{'operation': 'relate', 'dependencies': [0, 2], 'argument': 'frisbee (922186), disc (922187)'}, {'operation': 'query', 'dependencies': [1], 'argument': 'color'}]

What is the color of the",gqa,jaccard,5,False,v1
041544,orca3B,,gqa,jaccard,5,False,v1
041499,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'shorts (724508)'}, {'operation': 'query', 'dependencies': [0], 'argument': 'color'}]

The shirt the woman is wearing is of what color?
[{'operation': 'select', 'depend",gqa,jaccard,5,False,v1
041499,orca3B,,gqa,jaccard,5,False,v1
142457,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'shelf (243756)'}, {'operation': 'common size', 'dependencies': [1], 'argument': 'right|left'}]",gqa,jaccard,5,False,v1
142457,orca3B,,gqa,jaccard,5,False,v1
142471,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'girl (567892)'}, {'operation': 'verify color', 'dependencies': [0], 'argument': 'brown|blonde,hair (134231)'}]",gqa,jaccard,5,False,v1
142471,orca3B,,gqa,jaccard,5,False,v1
142512,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'bike (897653)'}, {'operation': 'filter color', 'dependencies': [0], 'argument': 'black'}, {'operation': 'exist', 'dependencies': [1], 'argument': '?'}, {'operation",gqa,jaccard,5,False,v1
142512,orca3B,,gqa,jaccard,5,False,v1
122286,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'verify rel', 'dependencies': [0], 'argument': 'train car,reading,a (-)'}]",gqa,jaccard,5,False,v1
122286,orca3B,,gqa,jaccard,5,False,v1
122371,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'lock (85032)'}, {'operation': 'filter color', 'dependencies': [1], 'argument': 'metallic'}, {'operation': 'query', 'dependencies': [0], 'argument': 'hposition'}]
",gqa,jaccard,5,False,v1
122371,orca3B,,gqa,jaccard,5,False,v1
122376,orca3B_raw,"[{'operation': 'relate', 'dependencies': [0], 'argument': 'person,wearing,s (250316)'}, {'operation': 'verify', 'dependencies': [], 'argument': 'girls (250324)'}, {'operation': 'choose rel', '",gqa,jaccard,5,False,v1
122376,orca3B,,gqa,jaccard,5,False,v1
122496,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'vehicle (435082)'}, {'operation': 'filter brand', 'dependencies': [0], 'argument': 'not(Ford)'}, {'operation': 'query', 'dependencies': [1], 'argument': '",gqa,jaccard,5,False,v1
122496,orca3B,,gqa,jaccard,5,False,v1
122495,orca3B_raw,"[{'operation': 'query', 'dependencies': [], 'argument': ''}]",gqa,jaccard,5,False,v1
122495,orca3B,,gqa,jaccard,5,False,v1
122312,orca3B_raw,"[{'operation': 'select', 'dependencies': [], 'argument': 'man (227256)'}, {'operation': 'relate', 'dependencies': [0], 'argument': 'vehicle,in,o (227261)'}, {'operation': 'choose name', 'depend",gqa,jaccard,5,False,v1
122312,orca3B,,gqa,jaccard,5,False,v1
041477,orca7B_raw,"select(5, -1, person).
relate(6, 0, clothing, wear, object).
query(7, 6, shorts).
exist(8, 7).",asp_flat,random,1,False,v1
041477,orca7B,,asp_flat,random,1,False,v1
041438,orca7B_raw,"select(6, 0, logo).
relate(7, 6, color, !=, roof).
verify_rel(8, 7, true).
end(9).",asp_flat,random,1,False,v1
041438,orca7B,error,asp_flat,random,1,False,v1
041529,orca7B_raw,"relate(5, 0, has_fence, has_frisbee).
query(6, 5).
or(7, 6).",asp_flat,random,1,False,v1
041529,orca7B,,asp_flat,random,1,False,v1
041480,orca7B_raw,"scene(0).
select(1, 0, frisbee).
relate(2, -1, select(3), wears_glasses).
query(4, 2, relate(2, -1, select(3), man)).
end(5).",asp_flat,random,1,False,v1
041480,orca7B,,asp_flat,random,1,False,v1
041544,orca7B_raw,"scene(0).
select(8, 0, frisbee).
relate(9, 1, color, of, frisbee).
choose_attr(10, 9, color).
query(11, 10, blue).
end(12).",asp_flat,random,1,False,v1
041544,orca7B,,asp_flat,random,1,False,v1
041499,orca7B_raw,"scene(5).
select(6, 0, short).
relate(7, 6, color, has, attribute).
choose_attr(8, 7).
exist(9, 8).
query(10, 9, name).
end(10).",asp_flat,random,1,False,v1
041499,orca7B,,asp_flat,random,1,False,v1
142457,orca7B_raw,"scene(0).
select(5, 0, shelf).
relate(6, 1, location, side, left, right).
choose_attr(7, 6, position).
query(8, 7, name).
end(8).",asp_flat,random,1,False,v1
142457,orca7B,,asp_flat,random,1,False,v1
142471,orca7B_raw,"query(7, ""hair color"", 8).
choose_attr(9, 0, ""girl"").
relate(10, 3, 4).
two_same(11, 5, 6).
end(12).",asp_flat,random,1,False,v1
142471,orca7B,,asp_flat,random,1,False,v1
142512,orca7B_raw,"scene(0).
relate(6, 7, 8, vehicle).
relate(9, 10, 11, color).
choose_attr(12, 9, type).
select(13, 14, 15, 12).
or(16, 17,",asp_flat,random,1,False,v1
142512,orca7B,error,asp_flat,random,1,False,v1
122286,orca7B_raw,"select(6, 0, train_car).
relate(7, 6, man, in, object).
relate(8, 7, newspaper, reading, subject).
query(9, 8, name).
end(10).",asp_flat,random,1,False,v1
122286,orca7B,,asp_flat,random,1,False,v1
122371,orca7B_raw,"scene(0).
select(1, 0, lock).
filter(2, 1, hposition, left).
relate(3, 2, to_the_left_of, lock).
end(3).",asp_flat,random,1,False,v1
122371,orca7B,,asp_flat,random,1,False,v1
122376,orca7B_raw,"scene(4).
select(5, 0, girl).
relate(6, 7, person, wearing_shirt).
query(7, 8, exists, to_the_left, 9).
end(9).",asp_flat,random,1,False,v1
122376,orca7B,,asp_flat,random,1,False,v1
122496,orca7B_raw,"query(4, 5, name).",asp_flat,random,1,False,v1
122496,orca7B,,asp_flat,random,1,False,v1
122495,orca7B_raw,"scene(6).
select(7, 6, vehicle).
exist(8, 7).
all_different(9, 8).
end(10).",asp_flat,random,1,False,v1
122495,orca7B,,asp_flat,random,1,False,v1
122312,orca7B_raw,"scene(5).
select(6, 0, man).
relate_any(7, 1, holding, object).
choose_attr(8, 2, location).
query(9, 8, inside).
end(9).",asp_flat,random,1,False,v1
122312,orca7B,,asp_flat,random,1,False,v1
041477,orca7B_raw,"scene(0).
choose_attr(1, 0, clothingItem).
filter(2, 1, type, shorts).
query(3, 2, person).
end(3).",asp_flat,random,5,False,v1
041477,orca7B,,asp_flat,random,5,False,v1
041438,orca7B_raw,"scene(0).
select(1, 0, logo).
relate(2, 1, color, same_as, object).
relate(3, 2, roof, same_as, object).
negate(4, 3).",asp_flat,random,5,False,v1
041438,orca7B,,asp_flat,random,5,False,v1
041529,orca7B_raw,"scene(0).
select(1, 0, fence).
exist(2, 1).
or(3, 2).
query(4, 3, name).
end(4).",asp_flat,random,5,False,v1
041529,orca7B,,asp_flat,random,5,False,v1
041480,orca7B_raw,"scene(0).
select(1, 0, man).
choose_attr(2, 1, wears_glasses, false).
relate(3, 2, frisbee, to_right_of).
verify_rel(4, 3, glasses, wear, object).
end(4).",asp_flat,random,5,False,v1
041480,orca7B,no,asp_flat,random,5,False,v1
041544,orca7B_raw,"scene(0).
select(1, 0, frisbee).
relate_any(2, 1, color, attribute).
unique(3, 2).
query(4, 3, name).
end(4).",asp_flat,random,5,False,v1
041544,orca7B,,asp_flat,random,5,False,v1
041499,orca7B_raw,"scene(0).
select(1, 0, shorts).
choose_attr(2, 1, color, red, blue, green).
relate(3, 2, has, subject).
unique(4, 3).
end(5).",asp_flat,random,5,False,v1
041499,orca7B,,asp_flat,random,5,False,v1
142457,orca7B_raw,"scene(0).
select(1, 0, shelf).
relate_any(2, 1, location, side).
choose_attr(3, 2, either, right or left).
end(4).",asp_flat,random,5,False,v1
142457,orca7B,error,asp_flat,random,5,False,v1
142471,orca7B_raw,"scene(0).
choose_rel(1, 0, girl).
choose_attr(2, 1, hair color).
or(3, 2, 1).
end(3).",asp_flat,random,5,False,v1
142471,orca7B,error,asp_flat,random,5,False,v1
142512,orca7B_raw,"scene(0).
select(1, 0, bike).
relate(2, 1, color, black).
exist(3, 2).
or(4, 3, select(5, 0, skateboard)).
end(4, 5).",asp_flat,random,5,False,v1
142512,orca7B,,asp_flat,random,5,False,v1
122286,orca7B_raw,"scene(0).
select(1, 0, man).
relate(2, 1, train_car, containing, object).
verify_attr(3, 2, action, reading).
relate(4, 3, newspaper, being_read, by, subject).
end(4).",asp_flat,random,5,False,v1
122286,orca7B,,asp_flat,random,5,False,v1
122371,orca7B_raw,"scene(0).
select(1, 0, lock).
relate(2, 1, lock, on, subject).
choose_attr(3, 2, location).
query(4, 3, left or right).
end(4).",asp_flat,random,5,False,v1
122371,orca7B,error,asp_flat,random,5,False,v1
122376,orca7B_raw,"scene(0).
select(1, 0, girl).
relate(2, 1, person, wearing_shirt, subject).
filter(3, 2, to_the_left_of, subject).
exist(4, 3).
or(5, 4).",asp_flat,random,5,False,v1
122376,orca7B,,asp_flat,random,5,False,v1
122496,orca7B_raw,"scene(0).
query(1, 0, ""vehicle"").
select(2, 1, name).
unique(3, 2).
verify_rel(4, 3, vehicle, contains, object).
end(4).",asp_flat,random,5,False,v1
122496,orca7B,,asp_flat,random,5,False,v1
122495,orca7B_raw,"scene(0).
select(1, 0, vehicle).
filter(2, 1, vposition, top).
relate_any(3, 2, type_, of_, object).
unique(4, 3).
query(5, 4, name).
end(5).",asp_flat,random,5,False,v1
122495,orca7B,,asp_flat,random,5,False,v1
122312,orca7B_raw,"scene(0).
select(1, 0, man).
relate(2, 1, train_car, inside, object).
unique(3, 2).
query(4, 3, holding).
end(5).",asp_flat,random,5,False,v1
122312,orca7B,,asp_flat,random,5,False,v1
041477,orca7B_raw,"- select(person) {who}
- relate(wears, shorts)

What is the name of the capital city of France?
- query(capital_city(France))

Are there more than two people in this scene?
- exist(people, >2)

Is John a teacher?
- verify_rel",asp_flat,jaccard,1,False,v1
041477,orca7B,error,asp_flat,jaccard,1,False,v1
041438,orca7B_raw,"program = select(logo, color) != select(roof, color)

What is the name of the city where John lives?
program = choose_attr(John, location.city)

How many people are there who like pizza and not ice cream?
program = count(query(like(pizza), not(like(",asp_flat,jaccard,1,False,v1
041438,orca7B,error,asp_flat,jaccard,1,False,v1
041529,orca7B_raw,"query(are(fence), is(frisbee))

What color is the shirt that John wears?
select(John, his_shirt)
relate(his_shirt, color)
query(color)",asp_flat,jaccard,1,False,v1
041529,orca7B,error,asp_flat,jaccard,1,False,v1
041480,orca7B_raw,"- query(man, glasses) - select(frisbee) - scene()",asp_flat,jaccard,1,False,v1
041480,orca7B,error,asp_flat,jaccard,1,False,v1
041544,orca7B_raw,"- program: select(color, object)

Who ate the last cookie?
- program: choose_attr(person, action), query(cookie)

How many apples are left after eating 3 of them?
- program: exist(apple), negate(three), all_different(eaten, apple), count()",asp_flat,jaccard,1,False,v1
041544,orca7B,error,asp_flat,jaccard,1,False,v1
041499,orca7B_raw,"- program: select(color, theShorts)

What is the name of the person who wrote Harry Potter?
- program: choose_attr(author, HarryPotter)

How many countries are there in Europe?
- program: query(countriesInEurope)

Is it true that all swans are white?
",asp_flat,jaccard,1,False,v1
041499,orca7B,error,asp_flat,jaccard,1,False,v1
142457,orca7B_raw,"- scene: shelf, right, left
query: where {shelf} related to {right} OR {left}

What color is the book cover?
- select: book_cover
choose_attr: color
query: what is the color of {book_cover}",asp_flat,jaccard,1,False,v1
142457,orca7B,error,asp_flat,jaccard,1,False,v1
142471,orca7B_raw,"- program: select(girl), relate(hair, color), choose_rel(brown, OR, blond)

What is the name of the book that John read?
- program: query(book, name, John, read)

Who are the two friends in the picture?
- program: select(picture), relate(",asp_flat,jaccard,1,False,v1
142471,orca7B,error,asp_flat,jaccard,1,False,v1
142512,orca7B_raw,"- query {black_bikes(t).or{skateboard(t)}}}

What is the color of the bike?
- select {bike(x)} #color(x)

How many people are in the scene?
- exist {people(x), count(x)=1}

Which person has a",asp_flat,jaccard,1,False,v1
142512,orca7B,error,asp_flat,jaccard,1,False,v1
122286,orca7B_raw,"- program: scene(man,train_car,reading,newspaper)

What is the name of the author who wrote Pride and Prejudice?
- program: query(author,Pride_and_Prejudice)

Who are the two friends that went to the park together?
- program: select(friends,",asp_flat,jaccard,1,False,v1
122286,orca7B,error,asp_flat,jaccard,1,False,v1
122371,orca7B_raw,"- scene photo with lock attribute
- select lock
- relate lock to left/right side
- query which = lock
- verify_rel lock in left side or right side

What color is the sky in this picture?
- scene picture with sky attribute
- choose_attr sky
- query what = color of sky
- exist color

",asp_flat,jaccard,1,False,v1
122371,orca7B,error,asp_flat,jaccard,1,False,v1
122376,orca7B_raw,"query(girls, left_of(person, wearing(shirt)))

What color is the car in front of the blue one?
select(car, front_of(blue))
relate(color)

How many people are there who like pizza and dislike broccoli?
count(people, like(pizza",asp_flat,jaccard,1,False,v1
122376,orca7B,error,asp_flat,jaccard,1,False,v1
122496,orca7B_raw,"- program: [name] = ""vehicle""

Who is driving this car?
- program: [driver] = ""person""

How many people are in this picture?
- program: [count] = count([person])

Which person is the oldest?
- program: [age] = min([age], [",asp_flat,jaccard,1,False,v1
122496,orca7B,error,asp_flat,jaccard,1,False,v1
122495,orca7B_raw,"- program: ?x [vehicle]

Who wrote the book ""To Kill a Mockingbird""?
- program: author(book:""To Kill a Mockingbird"")

How many countries are there in Europe?
- program: count(?[country]) where {Europe}

What is the capital of France?
- program:",asp_flat,jaccard,1,False,v1
122495,orca7B,error,asp_flat,jaccard,1,False,v1
122312,orca7B_raw,"- scene(man) - select(train car) - query(holding)

Is there a woman wearing glasses who is taller than her brother?
- exist(woman,glasses) - relate(tall,brother) - choose_attr(her,taller) - and(wearing,glasses)

",asp_flat,jaccard,1,False,v1
122312,orca7B,error,asp_flat,jaccard,1,False,v1
041477,orca7B_raw,"scene(0).
select(1, 0, shorts).
relate(2, 1, person, wearing, subject).
unique(3, 2).
query(4, 3, name).
end(4).",asp_flat,jaccard,5,False,v1
041477,orca7B,man,asp_flat,jaccard,5,False,v1
041438,orca7B_raw,"scene(0).
select(1, 0, logo).
scene(2).
select(3, 2, roof).
unique(4, 1).
unique(5, 3).
two_different(6, 4, 5, color).
end(6).",asp_flat,jaccard,5,False,v1
041438,orca7B,yes,asp_flat,jaccard,5,False,v1
041529,orca7B_raw,"scene(0).
select(1, 0, fence).
exist(2, 1).
scene(3).
select(4, 3, frisbee).
exist(5, 4).
and(6, 2, 5).
end(6).",asp_flat,jaccard,5,False,v1
041529,orca7B,no,asp_flat,jaccard,5,False,v1
041480,orca7B_raw,"scene(0).
select(1, 0, frisbee).
relate(2, 1, man, wearing_glasses, subject).
verify_rel(3, 2, man, to_the_right_of, object).
end(3).",asp_flat,jaccard,5,False,v1
041480,orca7B,no,asp_flat,jaccard,5,False,v1
041544,orca7B_raw,"scene(0).
select(1, 0, frisbee).
relate(2, 1, color).
query(3, 2, color).
end(3).",asp_flat,jaccard,5,False,v1
041544,orca7B,,asp_flat,jaccard,5,False,v1
041499,orca7B_raw,"scene(0).
select(1, 0, shorts).
unique(2, 1).
query(3, 2, color).
end(3).",asp_flat,jaccard,5,False,v1
041499,orca7B,,asp_flat,jaccard,5,False,v1
142457,orca7B_raw,"scene(0).
select(1, 0, shelf).
choose_rel(2, 1, relpos, right, left).
end(2).",asp_flat,jaccard,5,False,v1
142457,orca7B,,asp_flat,jaccard,5,False,v1
142471,orca7B_raw,"scene(0).
select(1, 0, girl).
relate(2, 1, hair, color, subject).
choose_attr(3, 2, brown, blond).
end(3).",asp_flat,jaccard,5,False,v1
142471,orca7B,,asp_flat,jaccard,5,False,v1
142512,orca7B_raw,"scene(0).
select(1, 0, bike).
filter(2, 1, color, black).
or(3, 2, select(4, 0, skateboard), and(5, 4, color, black)).
end(6).",asp_flat,jaccard,5,False,v1
142512,orca7B,,asp_flat,jaccard,5,False,v1
122286,orca7B_raw,"scene(0).
select(1, 0, man).
relate(2, 1, train_car, in, object).
relate(3, 2, newspaper, reading, object).
verify_rel(4, 3, man, reading, action).
end(4).",asp_flat,jaccard,5,False,v1
122286,orca7B,,asp_flat,jaccard,5,False,v1
122371,orca7B_raw,"scene(0).
select(1, 0, lock).
filter(2, 1, color, black).
unique(3, 2).
query(4, 3, hposition).
end(4).",asp_flat,jaccard,5,False,v1
122371,orca7B,,asp_flat,jaccard,5,False,v1
122376,orca7B_raw,"scene(0).
select(1, 0, shirt).
relate(2, 1, girl, wearing, subject).
exist(3, 2).",asp_flat,jaccard,5,False,v1
122376,orca7B,,asp_flat,jaccard,5,False,v1
122496,orca7B_raw,"scene(0).
select(1, 0, vehicle).
query(2, 1, name).
end(2).",asp_flat,jaccard,5,False,v1
122496,orca7B,train_car,asp_flat,jaccard,5,False,v1
122495,orca7B_raw,"scene(0).
relate(1, 0, object, in, vehicle).
query(2, 1).",asp_flat,jaccard,5,False,v1
122495,orca7B,,asp_flat,jaccard,5,False,v1
122312,orca7B_raw,"scene(0).
select(1, 0, man).
relate(2, 1, hold, subject).
choose_attr(3, 2, object, train_car).
unique(4, 3).
end(4).",asp_flat,jaccard,5,False,v1
122312,orca7B,,asp_flat,jaccard,5,False,v1
041477,orca7B_raw,"choose_attr(who, wears, shorts)",asp_nested,random,1,False,v1
041477,orca7B,,asp_nested,random,1,False,v1
041438,orca7B_raw,"relate(negate(choose_attr(logo, color), roof), difference)

How many people are there on stage?
count(end(select(scene, stage)))",asp_nested,random,1,False,v1
041438,orca7B,error,asp_nested,random,1,False,v1
041529,orca7B_raw,"or(exist(relate(fence), scene()), exist(relate(frisbee), scene()))

What is the name of the dog that barked at me yesterday?
query(select(scene(), dog), relates_to, barks_at, I) and time(I, yesterday)",asp_nested,random,1,False,v1
041529,orca7B,error,asp_nested,random,1,False,v1
041480,orca7B_raw,"choose_attr(relate(end(query(scene(), frisbee)), to, subject), wears, glasses))

Is there a dog in the scene?
exist(select(scene(), dog))",asp_nested,random,1,False,v1
041480,orca7B,error,asp_nested,random,1,False,v1
041544,orca7B_raw,"query(color(object, frisbee))",asp_nested,random,1,False,v1
041544,orca7B,,asp_nested,random,1,False,v1
041499,orca7B_raw,"query(color, select(scene(), shorts), object)",asp_nested,random,1,False,v1
041499,orca7B,,asp_nested,random,1,False,v1
142457,orca7B_raw,"choose_attr(side, select(scene(), shelf)) and choose_attr(right, negate(side)) or choose_attr(left, negate(side))",asp_nested,random,1,False,v1
142457,orca7B,error,asp_nested,random,1,False,v1
142471,orca7B_raw,"or(choose_attr(girl, hair_color, brown), choose_attr(girl, hair_color, blond))",asp_nested,random,1,False,v1
142471,orca7B,no,asp_nested,random,1,False,v1
142512,orca7B_raw,"and(relate(bag, color), select(scene(), bike), negate(color), select(scene(), skateboard))",asp_nested,random,1,False,v1
142512,orca7B,,asp_nested,random,1,False,v1
122286,orca7B_raw,"or(exist(relate(subject, person, man), scene, train_car), exist(relate(person, activity, reading), scene, train_car))

What are all the colors of the flowers?
query(all_different(relate(scene(), flower, color)), name)",asp_nested,random,1,False,v1
122286,orca7B,error,asp_nested,random,1,False,v1
122371,orca7B_raw,"choose_attr(side, select(object, has_lock))

Is there a red car in the scene?
exist(relate_any(select(scene(), color), equal, red))",asp_nested,random,1,False,v1
122371,orca7B,error,asp_nested,random,1,False,v1
122376,orca7B_raw,"exist(and(or(choose_attr(person, girl), choose_attr(person, wearing_shirt)), relate(scene(), person, to_the_left_of, subject)))",asp_nested,random,1,False,v1
122376,orca7B,no,asp_nested,random,1,False,v1
122496,orca7B_raw,"query(select(scene(), vehicle), name)",asp_nested,random,1,False,v1
122496,orca7B,train_car,asp_nested,random,1,False,v1
